Direccion,lat,lon,Unnamed: 0
"Avenida Irarrázaval 2700 - 3000, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4542503,-70.6034245,855
,,,856
,,,857
"Sucre,, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,858
,,,859
"Campus Oriente Uc/ Regina Pacis 4 Dorm, Estac Y Bodega, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,860
"Emilio Vaisse 600 - 900, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",-33.448659,-70.6267181,861
"A Pasos Del Metro Ñuñoa Y Metro Chile España, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,862
"Avenida Sucre 2725, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4485983,-70.6027857,863
"Avenida Irarrázaval 2400 - 2700, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4537709,-70.6060959,864
"Campo De Deportes / Pedro De Valdivia, Estadio Nacional, Ñuñoa, RM (Metropolitana)",-33.4646281,-70.6106762,865
"José Domingo Cañas 1563, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4563893,-70.6154298,866
"Pucara Simion Bolivar, Metro Simón Bolivar, Ñuñoa, RM (Metropolitana)",-33.4463745,-70.5720557,867
,,,868
,,,869
,,,870
"Hannover & Avenida Ossa, Ñuñoa, Chile, Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.45328,-70.57073,871
"Barrio Sucre/metro Ñuñoa E Inés De Suarez, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,872
"C. Arzobispo Fuenzalida Martinez 2700 - 3000, Ñuñoa, Santiago, Región Metropolitana, Chile, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4444102,-70.598178,873
"Irarrazabal Con Los Tres Antonios, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4543519,-70.6024684,874
,,,875
"Especial Consultoras, Centros Médicos Y Empresas De Servi..., Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.4526835,-70.5716855,876
"Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,877
"Irarrazabal Con Los Tres Antonios, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4543519,-70.6024684,878
"Av. Sucre/av. Pedro De Valdivia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4487347,-70.6056549,879
"Hannover & Avenida Ossa, Ñuñoa, Chile, Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.45328,-70.57073,880
,,,881
"Avenida Irarrázaval 2400 - 2700, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4537709,-70.6060959,882
"Irarrazaval (metro Ñuñoa), Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,883
"Entre Metro Chile España Y Metro Ñuñoa, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,884
"Avenida Irarrázaval 2401, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4541643,-70.6064242,885
,,,886
,,,887
"Suecia, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4566678,-70.5978415,888
,,,889
"Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,890
"Obispo Orrego / Avenida Grecia, Estadio Nacional, Ñuñoa, RM (Metropolitana)",-33.4646281,-70.6106762,891
"Edificio Century Ñuñoa / Clínica Dental - Oficina Remodelada, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,892
"Avenida Irarrazaval / Angel Pino, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,893
"Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,894
"Av Irarrazaval, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,895
"Sucre, 0, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,896
"Irarrazaval Con Antonio Varas, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,897
"Avenida Sucre 2700 - 3000, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.448211,-70.6028648,898
"Irarrázaval / Suecia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,899
"Angel Pino, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,900
"Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,901
"Irarrázaval / Suecia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,902
,,,903
,,,904
"Rodrigo De Araya / Av Marathon, Estadio Nacional, Ñuñoa, RM (Metropolitana)",-33.4646281,-70.6106762,905
,,,906
,,,907
"Brown Norte, 100, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4540697,-70.5916104,908
"Av. Irarrázaval 2401, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4541643,-70.6064242,909
"Metro Ñuñoa, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,910
"Eduardo Castillo Velasco 900 - 1200, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.456696,-70.6219797,911
"Sector Plaza Egaña, Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.4526835,-70.5716855,912
"Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,913
"Carmen Covarrubias/irarrázaval, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,914
"Metro Monseñor Eyzaguirre, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,915
"Aníbal Pinto 266, 7790782 Santiago, Ñuñoa, Región Metropolitana, Chile, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",-33.452028,-70.584708,916
,,,917
"Avenida Grecia / Alcalde Jorge Monckeberg, Villa Frei, Ñuñoa, RM (Metropolitana)",-33.4568222,-70.5817924,918
"José Domingo Cañas, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,919
"Carmen Covarrubias 32, Oficina 300 - 600, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,920
"Carmen Covarrubias 32, Oficina 600 - 900, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,921
,,,922
"Villa Frei, Ñuñoa, RM (Metropolitana)",-33.4568222,-70.5817924,923
"Carmen Covarrubias 32, Oficina 600 - 900, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,924
"Avenida Irarrázaval 2821, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4549378,-70.6016491,925
,,,926
,,,927
"Irarrazaval Frente A Calle Hamburgo, Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.4526835,-70.5716855,928
"Sector Sucre / Pedro De Valdivia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,929
"Carmen Covarrubias/irarrázaval, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,930
,,,931
,,,932
,,,933
,,,934
,,,935
,,,936
,,,937
"Emilio Vaisse 680, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",-33.4496614,-70.6262873,938
"Av. Vicuña Mackenna 1200 - 1500, Ñuñoa, Chile, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4565619,-70.6291063,939
"Carmen Covarrubias 32, Oficina 300 - 600, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,940
"65m2 | Irarrázaval | Pasos Metro Ñuñoa, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,941
,,,942
"Avenida Presidente Jose Batlle Y Ordoñez 4500 - 4800, Villa Frei, Ñuñoa, RM (Metropolitana)",-33.4522648,-70.5839131,943
,,,944
,,,945
,,,946
"Irarrázaval 2401, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4541643,-70.6064242,947
,,,948
,,,949
"Francisco De Villagra 106, Plaza Egaña, Ñuñoa, RM (Metropolitana)",-33.454742,-70.5746125,950
"Avenida Vicuña Mackenna 600 - 900, Ñuñoa, Santiago, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",-33.4489645,-70.6316736,951
,,,952
"Metro Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4544707,-70.605443,953
"Carmen Covarrubias, Ñuñoa, Chile, Ñuñoa, RM (Metropolitana)",-33.4576526,-70.6117113,954
"Carmen Covarrubias 32, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,955
"Irarrázaval 2400 - 2700, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4537709,-70.6060959,956
,,,957
,,,958
"Carmen Covarrubias Con Irarrazabal, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.453164,-70.613835,959
"Carmen Covarrubias 1 - 300, Ñuñoa, RM (Metropolitana)",-33.4561417,-70.6113432,960
"Ñuñoa, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4560843,-70.5937153,961
"Dublé Almeyda / José Domingo Cañas, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.455769,-70.60223,962
"Carmen Covarrubias 32, Oficina 600 - 900, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4537928,-70.611118,963
,,,964
"Avenida Presidente José Batlle Y Ordóñez 4826, Ñuñoa, Chile, Villa Frei, Ñuñoa, RM (Metropolitana)",-33.4536597,-70.580956,965
"Avenida Irarrazaval 2821 1112, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4549378,-70.6016491,966
"Avenida Irarrázaval 2821, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",-33.4549378,-70.6016491,967
,,,968
"Sector Autopista Central Departamental, Pedro Aguirre Cerda, RM (Metropolitana)",-33.5024916,-70.65464,969
"El Carmelo 2300, Pedro Aguirre Cerda, Chile, Metro Pedro Aguirre Cerda, Pedro Aguirre Cerda, RM (Metropolitana)",-33.4774215,-70.6660975,970
,,,971
"Los Orientales / A. Vespucio, Metro Los Orientales, Peñalolén, RM (Metropolitana)",-33.4621758,-70.5741443,972
,,,973
"Avenida Tobalaba, Quilín - Cousiño Macul, Peñalolén, RM (Metropolitana)",-33.4985562,-70.5625555,974
"Mariano Sánchez Fontecilla 11400 - 11700, Penalolen, Peñalolén, Chile, Villa San Carlos, Peñalolén, RM (Metropolitana)",-33.48165,-70.55521,975
"Avenida Consistorial 5791, Santiago, Peñalolén, Chile, Quilín - Cousiño Macul, Peñalolén, RM (Metropolitana)",-33.4997709,-70.5525886,976
"Cruz Almeyda, Los Orientales, Metro Los Orientales, Peñalolén, RM (Metropolitana)",-33.4621758,-70.5741443,977
,,,978
"Avenida El Parque, 5100 - 5400, Enea, Pudahuel, RM (Metropolitana)",-33.4275682,-70.8005003,979
"Propiedad De 1.221 M2 En Pudahuel, Laguna Sur, Pudahuel, RM (Metropolitana)",-33.4572687,-70.7864333,980
"Enea, Enea, Pudahuel, RM (Metropolitana)",-33.4471292,-70.7638961,981
"Claudio Arrau 8374 Pudahuel, Región Metropolitana, Chile, Pudahuel, RM (Metropolitana)",-33.4526527,-70.7486789,982
"Boulevard Aeropuerto Sur 9624, Enea, Pudahuel, RM (Metropolitana)",-33.4306696,-70.7734401,983
"Sotero Del Rio, Sótero del Río, Puente Alto, RM (Metropolitana)",-33.577496,-70.5813549,984
,,,985
"Santo Domingo / Clavero, Plaza de Puente Alto, Puente Alto, RM (Metropolitana)",-33.6186082,-70.5906057,986
"Eduardo Cordero / Estadio Municipal, Las Mercedes, Puente Alto, RM (Metropolitana)",-33.6014017,-70.5774628,987
"Av. Concha Y Toro 3459, Puente Alto, 8150215, Región Metropolitana, Chile, Sótero del Río, Puente Alto, RM (Metropolitana)",-33.5778321,-70.5817457,988
"Dimingo Tocornal/ Concha Y Toro, Las Mercedes, Puente Alto, RM (Metropolitana)",-33.6014017,-70.5774628,989
"Vendo ! Terreno 800m2 Casa 165m2 Más Depto 60m2 Con Piscina, Plaza de Puente Alto, Puente Alto, RM (Metropolitana)",-33.60955,-70.57591,990
"Dimingo Tocornal/ Concha Y Toro, Las Mercedes, Puente Alto, RM (Metropolitana)",-33.6014017,-70.5774628,991
"Dimingo Tocornal/ Concha Y Toro, Las Mercedes, Puente Alto, RM (Metropolitana)",-33.6014017,-70.5774628,992
,,,993
"Av. Américo Vespucio 300 - 600, Pudahuel, Quilicura, Región Metropolitana, Chile, Quilicura, RM (Metropolitana)",-33.4067327,-70.7827442,994
"Sector Manuel Antonio Romo / San Luis, San Luis, Quilicura, RM (Metropolitana)",-33.3665933,-70.7386289,995
"Edificio Alameda, Norte de Quilicura, Quilicura, RM (Metropolitana)",-33.3576747,-70.7292718,996
"Lincoyan 9811, Parque Industrial Buenaventura, Quilicura, RM (Metropolitana)",-33.4002405,-70.6489511,997
"La Concepción 1 - 300, Santiago, Quilicura, Chile, Mall Arauco Quilicura, Quilicura, RM (Metropolitana)",-33.3683585,-70.7300202,998
"C34871 - Arriendo Oficina Carretera San Martin / Av. Chicureo, Parque Industrial Buenaventura, Quilicura, RM (Metropolitana)",-33.4002405,-70.6489511,999
,,,1000
,,,1001
"Aguirre 1160, Parque Padre Renato Poblete, Quinta Normal, RM (Metropolitana)",-33.4243919,-70.6790888,1002
"Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",-33.43826,-70.69084,1003
"Vargas Fontecilla, Quinta Normal, Blanqueado, Quinta Normal, RM (Metropolitana)",-33.4327154,-70.6960147,1004
"Padre Damian Deveuster 1499, Blanqueado, Quinta Normal, RM (Metropolitana)",-33.4334686,-70.7028843,1005
,,,1006
"Padre Damian Deveuster Con Jose Joaquin Perez, Blanqueado, Quinta Normal, RM (Metropolitana)",-33.4321706,-70.7029991,1007
"Mendoza, Quinta Normal, Salvador Gutiérrez, Quinta Normal, RM (Metropolitana)",-33.4271148,-70.692565,1008
"Oficinas Con Bodega / Metro Ruta De Lourdes, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",-33.4317378,-70.6923917,1009
"Autopista - Samuel Izquierdo/carrascal - Supermercado Acuenta, Lo Espinoza, Quinta Normal, RM (Metropolitana)",-33.4204739,-70.7132788,1010
,,,1011
,,,1012
"Padre Damian Deveuster 1200 - 1500, Quinta Normal, Chile, Blanqueado, Quinta Normal, RM (Metropolitana)",-33.4343968,-70.703218,1013
"Matucana, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",-33.4384382,-70.6800709,1014
,,,1015
"Vargas Fontecilla 4800 - 5100, Quinta Normal, Chile, Blanqueado, Quinta Normal, RM (Metropolitana)",-33.4333736,-70.7023163,1016
,,,1017
,,,1018
,,,1019
"Dardignac Metro Patronato, Recoleta, Patronato, Recoleta, RM (Metropolitana)",-33.4324389,-70.643712,1020
"Av. Recoleta Con Buenos Aires, Recoleta, Patronato, Recoleta, RM (Metropolitana)",-33.4267733,-70.6461712,1021
,,,1022
,,,1023
,,,1024
,,,1025
,,,1026
,,,1027
"Sector Lateral Américo Vespucio / Recoleta, Vespucio Norte, Recoleta, RM (Metropolitana)",-33.4062104,-70.6336883,1028
,,,1029
"Sector Av. Perú, Cementerios, Recoleta, RM (Metropolitana)",-33.4208731,-70.6405351,1030
"Rapanui, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.4188889,-70.6461111,1031
"Pasos Ciudad Empresarial, Recoleta, RM (Metropolitana)",-33.3928728,-70.6205191,1032
"Propiedad Comercial A Minutos De Estación Metro Einstein, Einstein, Recoleta, RM (Metropolitana)",-33.40573,-70.64314,1033
"Metro Cerro Blanco - Santos Dumont - Av. Perú, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.42255,-70.64497,1034
"Pio Nono / Dardignac, Bellavista, Recoleta, RM (Metropolitana)",-33.4333538,-70.6358061,1035
,,,1036
"Alberto Figuero / Av. Perú, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.4208731,-70.6405351,1037
"Avenida Perú - Santos Dumont - Cerro Blanco, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.4188889,-70.6461111,1038
,,,1039
,,,1040
"¡¡ideal Inversionistas!!, Dorsal, Recoleta, RM (Metropolitana)",-33.3969298,-70.6428224,1041
"Av Einstein / Av Recoleta, Einstein, Recoleta, RM (Metropolitana)",-33.4064582,-70.643173,1042
"¡¡ideal Inversionistas!!, Dorsal, Recoleta, RM (Metropolitana)",-33.3969298,-70.6428224,1043
"Duque De Kent, Sector El Salto, Avenida El Salto, Recoleta, RM (Metropolitana)",-33.3988052,-70.6283608,1044
"Bellavista, Recoleta, RM (Metropolitana)",-33.4342807,-70.6333218,1045
"Av Perú, Recoleta, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.4208731,-70.6405351,1046
,,,1047
"Purísima 1 - 300, Recoleta, Chile, Bellavista, Recoleta, RM (Metropolitana)",-33.4346194,-70.6386842,1048
"Gabriel Palma 662, Recoleta, Región Metropolitana, Chile, Einstein, Recoleta, RM (Metropolitana)",-33.402808,-70.6442764,1049
,,,1050
"Av. Perú / Santos Dumont, Recoleta, Cerro Blanco, Recoleta, RM (Metropolitana)",-33.4215436,-70.6463163,1051
"Municipalidad De Recoleta / Einstein, Einstein, Recoleta, RM (Metropolitana)",-33.4021104,-70.6432129,1052
"Sector Loreto / Buenos Aires / Patronato, Recoleta, RM (Metropolitana)",-33.4284006,-70.6405291,1053
"En Condominio / Ernesto Pinto Lagarrigue, Bellavista, Recoleta, RM (Metropolitana)",-33.4348658,-70.6371935,1054
"Municipalidad De Recoleta / Einstein, Einstein, Recoleta, RM (Metropolitana)",-33.4021104,-70.6432129,1055
"Bellavista/ernesto Pinto Lagarrigue, Bellavista, Recoleta, RM (Metropolitana)",-33.4348658,-70.6371935,1056
"Purísima - Bellavista, Bellavista, Recoleta, RM (Metropolitana)",-33.4346315,-70.6386838,1057
"El Salto Con Valdivieso, Cementerios, Recoleta, RM (Metropolitana)",-33.4139575,-70.6437062,1058
"Av. Sta. María 1 - 300, Santiago, Recoleta, Región Metropolitana, Chile, Bellavista, Recoleta, RM (Metropolitana)",-33.5186843,-70.7502325,1059
"Las Brisas Con Tomás Tubino, Cementerios, Recoleta, RM (Metropolitana)",-33.4147486,-70.634641,1060
"Sector Francisco Cerda / La Plata, Recoleta, RM (Metropolitana)",-33.3926276,-70.6511278,1061
"Metro Einstein, Einstein, Recoleta, RM (Metropolitana)",-33.4055882,-70.6435155,1062
"Ruta 5 / Lo Ruiz, Parque Las Palmeras, Renca, RM (Metropolitana)",-33.4035232,-70.6946747,1063
"El Montijo, Renca, RM (Metropolitana)",-33.3995691,-70.755344,1064
"Avenida Jorge Hirmas Con Issa Pichara, Parque Las Palmeras, Renca, RM (Metropolitana)",-33.4035232,-70.6946747,1065
"Puerto Montt 3000 - 3300, Renca, Chile, Parque Las Palmeras, Renca, RM (Metropolitana)",-33.4035232,-70.6946747,1066
"Domingo Santa Maria Con Eulogio Altamirano, Parque Las Palmeras, Renca, RM (Metropolitana)",-33.4035232,-70.6946747,1067
"General Freire / Antofagasta / J. Manuel Balmaceda, José Manuel Balmaceda, Renca, RM (Metropolitana)",-33.4063601,-70.7279965,1068
"Compañia De Jesus 1291 D407, El Montijo, Renca, RM (Metropolitana)",-33.4059684,-70.7581836,1069
"Progreso 1430, San Bernardo, Chile, La Maestranza, San Bernardo, RM (Metropolitana)",-33.6066329,-70.6939839,1070
"Liquida Por Viaje // 2 Propiedades, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",-33.5922306,-70.704424,1071
"Avenida Chena Poniente/la Vara/parque Industrial Jardin Del Sur, Las Acacias - Chena, San Bernardo, RM (Metropolitana)",-33.5471223,-70.7712863,1072
"San Alfonso, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",-33.5922306,-70.704424,1073
"Juan Pablo Ii , San Bernardo , Chile ,rm(metropolitana), Hospital El Pino, San Bernardo, RM (Metropolitana)",-33.5845578,-70.6767386,1074
"Avenida Lo Sierra 3200, Lo Espejo, San Bernardo, Chile, Las Acacias - Chena, San Bernardo, RM (Metropolitana)",-33.5321888,-70.7045953,1075
"Uno De Mayo 1 - 300, San Bernardo, Chile, La Maestranza, San Bernardo, RM (Metropolitana)",-33.6066329,-70.6939839,1076
,,,1077
"Av Portales, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",-33.5922306,-70.704424,1078
,,,1079
,,,1080
"Sector Arturo Prat / Victoria, Plaza de Armas de San Bernardo, San Bernardo, RM (Metropolitana)",-33.5922306,-70.704424,1081
"Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.4747506,-70.6194236,1082
,,,1083
"Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.4747506,-70.6194236,1084
"44 M2 | Santa Elena | Metro Rodrigo De Araya, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.477516,-70.622314,1085
"44 M2 | Santa Elena | Metro Rodrigo De Araya, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.477516,-70.622314,1086
"Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.4747506,-70.6194236,1087
"Santa Elena 2100 - 2400, San Joaquín, Chile, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.477516,-70.622314,1088
"Santa Elena/plaza Valdivieso, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.4747506,-70.6194236,1089
"Santa Rosa Departamental, Gozzoli - Mussa, San Joaquín, RM (Metropolitana)",-33.507264,-70.6386952,1090
,,,1091
"Carlos Valdovinos, San Joaquín, RM (Metropolitana)",-33.4810654,-70.6411641,1092
,,,1093
"Juan Sebastián Bach 66, San Joaquín, Chile, Rodrigo de Araya, San Joaquín, RM (Metropolitana)",-33.477516,-70.622314,1094
"A Una Cuadra Del Metro Lo Vial Y Gran Avenida, Lo Vial, San Miguel, RM (Metropolitana)",-33.49727,-70.65311,1095
"Depto 3 Dorm/1 Baño 50 M2 San Petersburgo 6351, Metro Ciudad Del Niño, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1096
"Depto 2 Dorm/1 Baño 50 M2 San Petersburgo 6351, Metro Ciudad Del Niño, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1097
"Depto 3 Dorm/1 Baño 50 M2 San Petersburgo Metro Ciudad Del Niño, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.4923545,-70.651797,1098
"Pedro Mira/ Ureta Cox, Lo Vial, San Miguel, RM (Metropolitana)",-33.49727,-70.65311,1099
"Varas Mena, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1100
"Depto 3 Dorm/1 Baño 50 M2 San Petersburgo 6351, Metro Ciudad Del Niño, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1101
"Sexta Avenida / Cuarta Transversal, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1102
"Depto 2 Dorm/1 Baño 50 M2 San Petersburgo 6351, Metro Ciudad Del Niño, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1103
,,,1104
,,,1105
,,,1106
"Ramon Subercaseaux, San Miguel, El Llano, San Miguel, RM (Metropolitana)",-33.482703,-70.6492315,1107
"Metro San Miguel, El Llano, San Miguel, RM (Metropolitana)",-33.4893907,-70.6518557,1108
"Ciudad Del Niño , San Miguel, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1109
,,,1110
"Plaza Llico / Piramide, Lo Vial, San Miguel, RM (Metropolitana)",-33.49727,-70.65311,1111
"Cercano A Hospital Barros Luco, El Llano, San Miguel, RM (Metropolitana)",-33.4843302,-70.646003,1112
,,,1113
"Angel Guarello, Lo Vial, San Miguel, RM (Metropolitana)",-33.49727,-70.65311,1114
,,,1115
,,,1116
,,,1117
"Metro Lo Vial, Lo Vial, San Miguel, RM (Metropolitana)",-33.49727,-70.65311,1118
"Ramón Subercaseaux 1268, Santiago, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",-33.4850883,-70.6521183,1119
,,,1120
"Sexta Avenida 1200 - 1500, San Miguel, Chile, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5090503,-70.659374,1121
"Bermann, San Miguel, Ciudad del Niño, San Miguel, RM (Metropolitana)",-33.5097547,-70.656716,1122
"Comandante Whiteside 4800 - 5100, San Miguel, Chile, Lo Vial, San Miguel, RM (Metropolitana)",-33.4970323,-70.6551507,1123
"San Francisco / Alvarez Toledo - Dn, El Llano, San Miguel, RM (Metropolitana)",-33.4923545,-70.651797,1124
"Alvear Con Calle Bombero Gabriel Lima Millan, Estadio Municipal de San Ramón, San Ramón, RM (Metropolitana)",-33.5207029,-70.6409518,1125
"Avenida Presidente Kennedy 7440, Vitacura, Chile, Villa El Dorado, Vitacura, RM (Metropolitana)",-33.3927066,-70.5578769,1128
"Vitacura, Parque Bicentenario, Vitacura, RM (Metropolitana)",-33.3986278,-70.6024804,1129
"Vitacura, Parque Bicentenario, Vitacura, RM (Metropolitana)",-33.3986278,-70.6024804,1130
"Alonso De Cordova / Francisco De Aguirre, Parque Bicentenario, Vitacura, RM (Metropolitana)",-33.3986278,-70.6024804,1131
"Avenida Presidente Kennedy 6600 - 6900, Vitacura, Chile, Nuestra Señora del Rosario, Vitacura, RM (Metropolitana)",-33.395409,-70.5646009,1132
"Avenida Presidente Kennedy Lateral 7440, Oficina 101, Vitacura, Chile, Villa El Dorado, Vitacura, RM (Metropolitana)",-33.3925447,-70.557915,1133
"Nueva Costanera / Alonso De Córdova, Parque Bicentenario, Vitacura, RM (Metropolitana)",-33.3986278,-70.6024804,1134
"Kennedy/luis Carrera Frente A Parque Arauco, Estadio Manquehue, Vitacura, RM (Metropolitana)",-33.4017511,-70.5772259,1135
"Av. Pdte. Kennedy Lateral 5600, 7650726 Vitacura, Región Metropolitana, Chile, Estadio Manquehue, Vitacura, RM (Metropolitana)",-33.3991999,-70.5757826,1136
"Villa El Dorado, Vitacura, RM (Metropolitana)",-33.3911813,-70.5535383,1137
"Geronimo De Alderete, Nuestra Señora del Rosario, Vitacura, RM (Metropolitana)",-33.3989907,-70.5645367,1138
"Pío XI, Vitacura, RM (Metropolitana)",-33.3993135,-70.5816271,1139
"Avenida Presidente Kennedy 5400 - 5700, Vitacura, Chile, Pío XI, Vitacura, RM (Metropolitana)",-33.4003675,-70.5775989,1140
"Pío XI, Vitacura, RM (Metropolitana)",-33.3993135,-70.5816271,1141
"Pío XI, Vitacura, RM (Metropolitana)",-33.3993135,-70.5816271,1142
